Class Name,Instance Side Definition,Class Side Definition
KMFactory,"Object subclass: #KMFactory 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Core'","KMFactory class 	instanceVariableNames: ''"
RxsCharSet,"RxsNode subclass: #RxsCharSet 	instanceVariableNames: 'negated elements' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Regex-Core'","RxsCharSet class 	instanceVariableNames: ''"
RBChangeMethodNameRefactoring,"RBMethodRefactoring subclass: #RBChangeMethodNameRefactoring 	instanceVariableNames: 'newSelector oldSelector permutation implementors' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Core-Refactorings'","RBChangeMethodNameRefactoring class 	instanceVariableNames: ''"
MCSystemCategoryParser,"MCDoItParser subclass: #MCSystemCategoryParser 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Monticello-Chunk Format'","MCSystemCategoryParser class 	instanceVariableNames: ''"
LongTestCase,"TestCase subclass: #LongTestCase 	instanceVariableNames: '' 	classVariableNames: 'RunLongTestCases' 	poolDictionaries: '' 	category: 'SUnit-Core-Extensions'","LongTestCase class 	instanceVariableNames: ''"
RowLayout,"LayoutPolicy subclass: #RowLayout 	instanceVariableNames: 'cachedMinExtent cachedMinExtents' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets'","RowLayout class 	instanceVariableNames: ''"
ClassListExample,"MorphTreeModel subclass: #ClassListExample 	instanceVariableNames: 'rootClass' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-MorphTreeWidget-Examples'","ClassListExample class 	instanceVariableNames: ''"
ISO88592TextConverter,"ByteTextConverter subclass: #ISO88592TextConverter 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Multilingual-TextConversion'","ISO88592TextConverter class 	instanceVariableNames: ''"
ClassTestCase,"TestCase subclass: #ClassTestCase 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Core-Utilities'","ClassTestCase class 	instanceVariableNames: ''"
Announcement,"Object subclass: #Announcement 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Announcements-Core'","Announcement class 	instanceVariableNames: ''"
MorphicTextEditor,"AppRegistry subclass: #MorphicTextEditor 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Deprecated14'","MorphicTextEditor class 	instanceVariableNames: ''"
ObsoleteTest,"TestCase subclass: #ObsoleteTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'KernelTests-Classes'","ObsoleteTest class 	instanceVariableNames: ''"
ScannerTest,"TestCase subclass: #ScannerTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'CompilerTests'","ScannerTest class 	instanceVariableNames: ''"
TestSuiteEnded,"TestCaseAnnouncement subclass: #TestSuiteEnded 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Core-Announcements'","TestSuiteEnded class 	instanceVariableNames: ''"
HandBugs,"TestCase subclass: #HandBugs 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tests-Bugs'","HandBugs class 	instanceVariableNames: ''"
SplitJoinTest,"TestCase subclass: #SplitJoinTest 	instanceVariableNames: 'eg stringToSplit' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'CollectionsTests-SplitJoin'","SplitJoinTest class 	instanceVariableNames: ''"
WikiStyleHelpBuilderTest,"TestCase subclass: #WikiStyleHelpBuilderTest 	instanceVariableNames: 'builder' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'HelpSystem-Tests-Builders'","WikiStyleHelpBuilderTest class 	instanceVariableNames: ''"
OBVariablesBrowser,"OBListBrowser subclass: #OBVariablesBrowser 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Standard-Browsers'","OBVariablesBrowser class 	instanceVariableNames: ''"
SetInspector,"Inspector subclass: #SetInspector 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tools-Inspector'","SetInspector class 	instanceVariableNames: ''"
ORClassRegexRefactoring,"ORRegexRefactoring subclass: #ORClassRegexRefactoring 	instanceVariableNames: 'rootClass mode' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Regex-Tools'","ORClassRegexRefactoring class 	instanceVariableNames: ''"
PreorderGuideTest,"GuideTest subclass: #PreorderGuideTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FileSystem-Tests-Core'","PreorderGuideTest class 	instanceVariableNames: ''"
Parser,"Scanner subclass: #Parser 	instanceVariableNames: 'here hereType hereMark hereEnd prevMark prevEnd encoder requestor parseNode failBlock requestorOffset tempsMark doitFlag properties category' 	classVariableNames: 'AllowBlockArgumentAssignment Warns' 	poolDictionaries: '' 	category: 'Compiler-Kernel'","Parser class 	instanceVariableNames: ''"
ZnMonticelloServerDelegate,"Object subclass: #ZnMonticelloServerDelegate 	instanceVariableNames: 'directory' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Client-Server'","ZnMonticelloServerDelegate class 	instanceVariableNames: ''"
RBUnclassifiedMethodsRule,"RBBlockLintRule subclass: #RBUnclassifiedMethodsRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics-BlockRules'","RBUnclassifiedMethodsRule class 	instanceVariableNames: ''"
MCFileInTest,"MCTestCase subclass: #MCFileInTest 	instanceVariableNames: 'stream expected diff' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tests-Monticello'","MCFileInTest class 	instanceVariableNames: ''"
TraitBehavior,"Object subclass: #TraitBehavior 	uses: TPureBehavior @ {#pureRemoveSelector:->#removeSelector:. #pureAddSelectorSilently:withMethod:->#addSelectorSilently:withMethod:} 	instanceVariableNames: 'methodDict traitComposition localSelectors users' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Traits-Kernel'","TraitBehavior class 	uses: TPureBehavior classTrait 	instanceVariableNames: ''"
W2KGroupBorder,"SimpleBorder subclass: #W2KGroupBorder 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets'","W2KGroupBorder class 	instanceVariableNames: ''"
Delay,"Object subclass: #Delay 	instanceVariableNames: 'delayDuration resumptionTime delaySemaphore beingWaitedOn' 	classVariableNames: 'AccessProtect ActiveDelay ActiveDelayStartTime DelaySuspended FinishedDelay RunTimerEventLoop ScheduledDelay SuspendedDelays TimerEventLoop TimingSemaphore' 	poolDictionaries: '' 	category: 'Kernel-Processes'","Delay class 	instanceVariableNames: ''"
HashAndEqualsTestCase,"TestCase subclass: #HashAndEqualsTestCase 	instanceVariableNames: 'prototypes' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Core-Utilities'","HashAndEqualsTestCase class 	instanceVariableNames: ''"
EmbeddedMenuMorph,"MenuMorph subclass: #EmbeddedMenuMorph 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets'","EmbeddedMenuMorph class 	instanceVariableNames: ''"
FloatArrayTest,"CollectionRootTest subclass: #FloatArrayTest 	uses: TCreationWithTest + TSequencedStructuralEqualityTest + TSequencedConcatenationTest + TSetArithmetic + TAsStringCommaAndDelimiterSequenceableTest + TPrintOnSequencedTest + TEmptyTest + TBeginsEndsWith + TCloneTest + TConvertTest - {#testAsByteArray. #integerCollectionWithoutEqualElements} + TConvertAsSortedTest + TConvertAsSetForMultiplinessIdentityTest - {#testAsIdentitySetWithEqualsElements. #testAsIdentitySetWithIdentityEqualsElements} + TCopyPartOfSequenceable + TCopyPartOfSequenceableForMultipliness + TCopySequenceableSameContents + TCopySequenceableWithOrWithoutSpecificElements + TCopySequenceableWithReplacement + TCopyTest + TIncludesWithIdentityCheckTest - {#testIdentityIncludesNonSpecificComportement} + TIndexAccess - {#testIdentityIndexOf. #testIdentityIndexOfIAbsent} + TIndexAccessForMultipliness - {#testIdentityIndexOfIAbsentDuplicate. #testIdentityIndexOfDuplicate} + TIterateSequencedReadableTest + TPutTest + TPutBasicTest + TReplacementSequencedTest + TSequencedElementAccessTest + TSortTest + TSubCollectionAccess 	instanceVariableNames: 'nonEmpty5ElementsNoDuplicate empty elementNotIn elementTwiceIn collectionWithEqualElements nonEmpty1Element collectionWithSameAtEndAndBegining collectionWith1TimeSubcollection collectionWith2TimeSubcollection collectionNotIncluded nonEmptySubcollection elementInNonEmpty replacementCollectionSameSize sortedCollection' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'CollectionsTests-Arrayed'","FloatArrayTest class 	uses: TCreationWithTest classTrait + TSequencedStructuralEqualityTest classTrait + TSequencedConcatenationTest classTrait + TSetArithmetic classTrait + TAsStringCommaAndDelimiterSequenceableTest classTrait + TPrintOnSequencedTest classTrait + TEmptyTest classTrait + TBeginsEndsWith classTrait + TCloneTest classTrait + TConvertTest classTrait + TConvertAsSortedTest classTrait + TConvertAsSetForMultiplinessIdentityTest classTrait + TCopyPartOfSequenceable classTrait + TCopyPartOfSequenceableForMultipliness classTrait + TCopySequenceableSameContents classTrait + TCopySequenceableWithOrWithoutSpecificElements classTrait + TCopySequenceableWithReplacement classTrait + TCopyTest classTrait + TIncludesWithIdentityCheckTest classTrait + TIndexAccess classTrait + TIndexAccessForMultipliness classTrait + TIterateSequencedReadableTest classTrait + TPutTest classTrait + TPutBasicTest classTrait + TReplacementSequencedTest classTrait + TSequencedElementAccessTest classTrait + TSortTest classTrait + TSubCollectionAccess classTrait 	instanceVariableNames: ''"
DictionaryTest,"CollectionRootTest subclass: #DictionaryTest 	uses: TIncludesTest + TDictionaryAddingTest + TDictionaryComparingTest + TDictionaryCopyingTest + TDictionaryEnumeratingTest + TDictionaryPrintingTest - {#testPrintElementsOn. #testStoreOn} + TDictionaryRemovingTest + TPutBasicTest - {#testAtPutOutOfBounds} + TAsStringCommaAndDelimiterTest + TPrintTest + TConvertTest + TConvertAsSortedTest + TCopyTest - {#testCopyEmptyWithout. #testCopyNonEmptyWithout. #testCopyNonEmptyWithoutNotIncluded} + TSetArithmetic + TDictionaryIncludesWithIdentityCheckTest + TDictionaryValueAccessTest + TDictionaryKeysValuesAssociationsAccess + TDictionaryKeyAccessTest + TDictionaryAssociationAccessTest + TStructuralEqualityTest + TOccurrencesForMultiplinessTest 	instanceVariableNames: 'emptyDict nonEmptyDict nonEmpty5ElementsNoDuplicates indexArray valueArray nonEmpty1Element collectionNotIncluded collectionIncluded associationNotIn valueNotIn keyNotIn dictionaryNotIncluded nonEmptyWithFloat dictionaryWithDuplicateValues duplicateValue' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'CollectionsTests-Unordered'","DictionaryTest class 	uses: TIncludesTest classTrait + TDictionaryAddingTest classTrait + TDictionaryComparingTest classTrait + TDictionaryCopyingTest classTrait + TDictionaryEnumeratingTest classTrait + TDictionaryPrintingTest classTrait + TDictionaryRemovingTest classTrait + TPutBasicTest classTrait + TAsStringCommaAndDelimiterTest classTrait + TPrintTest classTrait + TConvertTest classTrait + TConvertAsSortedTest classTrait + TCopyTest classTrait + TSetArithmetic classTrait + TDictionaryValueAccessTest classTrait + TDictionaryKeysValuesAssociationsAccess classTrait + TDictionaryKeyAccessTest classTrait + TDictionaryAssociationAccessTest classTrait + TDictionaryIncludesWithIdentityCheckTest classTrait + TStructuralEqualityTest classTrait + TOccurrencesForMultiplinessTest classTrait 	instanceVariableNames: 'testToto pt1'"
RBInstVarInSubclassesRule,"RBBlockLintRule subclass: #RBInstVarInSubclassesRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics-BlockRules'","RBInstVarInSubclassesRule class 	instanceVariableNames: ''"
OBSenderSearchNode,"OBSearchNode subclass: #OBSenderSearchNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Standard-Nodes'","OBSenderSearchNode class 	instanceVariableNames: ''"
ORSingleClassBrowser,"OREnvironmentBrowser subclass: #ORSingleClassBrowser 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Browsers'","ORSingleClassBrowser class 	instanceVariableNames: ''"
RBExcessiveArgumentsRule,"RBBlockLintRule subclass: #RBExcessiveArgumentsRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics-BlockRules'","RBExcessiveArgumentsRule class 	instanceVariableNames: ''"
AColorSelectorMorph,"BracketSliderMorph subclass: #AColorSelectorMorph 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets'","AColorSelectorMorph class 	instanceVariableNames: ''"
ORCmdSuperclassesHierarchyEnvironment,"ORCmdEnvironment subclass: #ORCmdSuperclassesHierarchyEnvironment 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Commands'","ORCmdSuperclassesHierarchyEnvironment class 	instanceVariableNames: ''"
GoferCommit,"GoferWorking subclass: #GoferCommit 	instanceVariableNames: 'message' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Gofer-Core'","GoferCommit class 	instanceVariableNames: ''"
SoundService,"AppRegistry subclass: #SoundService 	instanceVariableNames: '' 	classVariableNames: 'DefaultSoundEnabled' 	poolDictionaries: '' 	category: 'System-Applications'","SoundService class 	instanceVariableNames: ''"
LiteralDictionaryTest,"DictionaryTest subclass: #LiteralDictionaryTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'CollectionsTests-Unordered'","LiteralDictionaryTest class 	instanceVariableNames: ''"
MorphExtension,"Object subclass: #MorphExtension 	instanceVariableNames: 'locked visible sticky balloonText externalName eventHandler otherProperties fillStyle layoutPolicy layoutFrame layoutProperties borderStyle cornerStyle actionMap clipSubmorphs' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Kernel'","MorphExtension class 	instanceVariableNames: ''"
RGOrganization,"RGAbstractContainer subclass: #RGOrganization 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Ring-Core-Containers'","RGOrganization class 	instanceVariableNames: ''"
ORCmdInlineParameterRefactoring,"ORCmdMethodRefactoring subclass: #ORCmdInlineParameterRefactoring 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Refactoring'","ORCmdInlineParameterRefactoring class 	instanceVariableNames: ''"
OBMethodVersionNode,"OBMethodNode subclass: #OBMethodVersionNode 	instanceVariableNames: 'version' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Standard-Nodes'","OBMethodVersionNode class 	instanceVariableNames: ''"
ModifiedMethodEvent,"ModifiedEvent subclass: #ModifiedMethodEvent 	instanceVariableNames: 'oldProtocol newProtocol' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Change Notification'","ModifiedMethodEvent class 	instanceVariableNames: ''"
PackageAPIHelpBuilder,"HelpBuilder subclass: #PackageAPIHelpBuilder 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'HelpSystem-Core-Builders'","PackageAPIHelpBuilder class 	instanceVariableNames: ''"
ObjectStringConverter,"Object subclass: #ObjectStringConverter 	instanceVariableNames: 'objectClass regex stringTransformBlock objectTransformBlock' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Polymorph-Widgets'","ObjectStringConverter class 	instanceVariableNames: ''"
ZnBasicCredential,"ZnCredential subclass: #ZnBasicCredential 	instanceVariableNames: 'username password' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-HTTP-Support'","ZnBasicCredential class 	instanceVariableNames: ''"
MCMockClassG,"Object variableWordSubclass: #MCMockClassG 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Monticello-Mocks'","MCMockClassG class 	instanceVariableNames: ''"
Random,"Object subclass: #Random 	instanceVariableNames: 'seed a m q r' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Numbers'","Random class 	instanceVariableNames: ''"
ZnUserAgentSettingsTests,"TestCase subclass: #ZnUserAgentSettingsTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Zinc-Tests'","ZnUserAgentSettingsTests class 	instanceVariableNames: ''"
ORCmdSelectNext,"ORCmdSelectCode subclass: #ORCmdSelectNext 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OB-Refactory-Commands'","ORCmdSelectNext class 	instanceVariableNames: ''"
